names,lat,lon,geometry,,100000
Sobha Chrysanthemum bangalore,130601142,776368556,POINT (77.63685559999999 13.0601142),,
Century Artizan bangalore,131293550,775950410,POINT (77.59504099999999 13.129355),,
Regency Pinnacle Heights bangalore,130624834,776268110,POINT (77.626811 13.0624834),,
Keerthi Krishna Viva bangalore,129106527,776840375,POINT (77.6840375 12.9106527),,
Vestaa Lushes bangalore,128496595,777347463,POINT (77.7347463 12.8496595),,
Shravanthi Sunniva Willow bangalore,128528408,777827893,POINT (77.78278929999999 12.8528408),,
SV Lakshmi Nivas bangalore,130395202,776621751,POINT (77.6621751 13.0395202),,
DS Max Sankalp Manor bangalore,130396616,776726014,POINT (77.67260139999999 13.0396616),,
AR Splendor Park bangalore,130422170,776552918,POINT (77.6552918 13.042217),,
Aban Desire bangalore,128281273,777766475,POINT (77.7766475 12.8281273),,
Garuda Blossom bangalore,130175190,777090184,POINT (77.70901839999999 13.017519),,
Century Artizan bangalore,131293550,775950410,POINT (77.59504099999999 13.129355),,
Shravanthi Sunniva Willow bangalore,128528408,777827893,POINT (77.78278929999999 12.8528408),,
Akshaya Regalia bangalore,128971310,775264058,POINT (77.52640579999999 12.897131),,
Sobha Onyx bangalore,129245191,776528063,POINT (77.65280629999999 12.9245191),,
Hita Malibu Rosita bangalore,129417311,777510344,POINT (77.75103439999999 12.9417311),,
Bhadra Legacy bangalore,129746481,776248520,POINT (77.62485199999999 12.9746481),,
Spectra Palmwoods bangalore,129617125,777324062,POINT (77.7324062 12.9617125),,
Suncrest Pebbles bangalore,129364507,777274439,POINT (77.7274439 12.9364507),,
Bhartiya City Leela Residences bangalore,130842830,776427810,POINT (77.642781 13.084283),,
Greenwood Regency bangalore,129138057,776833284,POINT (77.68332839999999 12.9138057),,
Sipani Santa Monica bangalore,129404460,776234030,POINT (77.623403 12.940446),,
Midwest Elita bangalore,131215868,776205622,POINT (77.62056219999999 13.1215868),,
Hoysala Ace Phase II bangalore,130663641,775869966,POINT (77.58699659999999 13.0663641),,
Brindavan Palms bangalore,128730823,776671062,POINT (77.66710619999999 12.8730823),,
Woodshire Emerson Park bangalore,130350995,777520959,POINT (77.7520959 13.0350995),,
Sterling Villa Grande Phase 2 bangalore,130111810,777597398,POINT (77.75973979999999 13.011181),,
Raynal Gardens bangalore,129767323,775148708,POINT (77.5148708 12.9767323),,
Mantri Alpyne bangalore,129042533,775274646,POINT (77.52746460000002 12.9042533),,
Ds Max Sherwood bangalore,129220588,777231568,POINT (77.7231568 12.9220588),,
Legacy Cataleya bangalore,129850340,775957680,POINT (77.59576799999999 12.985034),,
Purva Vantage bangalore,129064791,776450269,POINT (77.64502689999999 12.9064791),,
Mamtha Elite bangalore,129100769,777039706,POINT (77.70397059999999 12.9100769),,
Basava Pride bangalore,130140100,777170310,POINT (77.71703099999999 13.01401),,
Celebrity Pride bangalore,128079224,777774934,POINT (77.7774934 12.8079224),,
DSR White Waters bangalore,129167469,777168083,POINT (77.7168083 12.9167469),,
Splendid Elite bangalore,128977003,776678125,POINT (77.6678125 12.8977003),,
Ds Max Sherwood bangalore,129220588,777231568,POINT (77.7231568 12.9220588),,
Sri Lakshmi Vallabha Land Mark bangalore,128904880,775521392,POINT (77.5521392 12.890488),,
SM Zinnia bangalore,129324820,777264103,POINT (77.7264103 12.932482),,
Rohan Jharoka bangalore,129482601,776765682,POINT (77.67656819999999 12.9482601),,
UKN Esperanza bangalore,129525107,777206956,POINT (77.7206956 12.9525107),,
Melange Smart Neighbourhoods bangalore,128578542,777978698,POINT (77.7978698 12.8578542),,
Sona Vistaas bangalore,128811223,776195792,POINT (77.61957919999999 12.8811223),,
Purva Vantage bangalore,129064791,776450269,POINT (77.64502689999999 12.9064791),,
Wisteria at Brigade Meadows bangalore,128150853,775067053,POINT (77.50670529999999 12.8150853),,
Mangilal Heerraji Sites and Villas bangalore,127731420,774840820,POINT (77.484082 12.773142),,
Legacy Cataleya bangalore,129850340,775957680,POINT (77.59576799999999 12.985034),,
NCN Crystal bangalore,129750622,777588202,POINT (77.7588202 12.9750622),,
Aratt Grand Town bangalore,127401871,776791026,POINT (77.67910259999999 12.7401871),,
ASN Galaxy bangalore,130292141,776610570,POINT (77.661057 13.0292141),,
Golden Leaf Luxury Apartment bangalore,129155280,776254919,POINT (77.6254919 12.915528),,
Pavilion Villas at Brigade Orchards bangalore,132370630,777242800,POINT (77.72427999999999 13.237063),,
Basava Pride bangalore,130140100,777170310,POINT (77.71703099999999 13.01401),,
Celebrity Pride bangalore,128079224,777774934,POINT (77.7774934 12.8079224),,
DSR White Waters bangalore,129167469,777168083,POINT (77.7168083 12.9167469),,
Koncept Lake View bangalore,130629474,776230776,POINT (77.6230776 13.0629474),,
Fortius Waterscape bangalore,130196960,777211480,POINT (77.721148 13.019696),,
Mantri Glades bangalore,129113224,776847566,POINT (77.6847566 12.9113224),,
RMZ Latitude bangalore,130563101,775951032,POINT (77.5951032 13.0563101),,
NM Sai Sunshine bangalore,129479238,777126668,POINT (77.71266679999999 12.9479238),,
Divya JSR Limelite bangalore,130694591,775305470,POINT (77.530547 13.0694591),,
GM Infinite Elegance Tower bangalore,129165545,776184368,POINT (77.6184368 12.9165545),,
Zonasha Elegance bangalore,128988592,776682758,POINT (77.6682758 12.8988592),,
Krishna Brighton bangalore,131035207,775796734,POINT (77.57967339999999 13.1035207),,
B&B Opulent Spire bangalore,129216975,775997916,POINT (77.5997916 12.9216975),,
Krishna Arya Elegant bangalore,130165757,775475265,POINT (77.5475265 13.0165757),,
Unishire Belvedere Premia bangalore,130726436,776183587,POINT (77.6183587 13.0726436),,
Subhodaya Luxuria bangalore,129372251,777045745,POINT (77.70457449999999 12.9372251),,
Zonasha Elegance bangalore,128988592,776682758,POINT (77.6682758 12.8988592),,
SJR Residency bangalore,129276275,776891907,POINT (77.6891907 12.9276275),,
B&B Opulent Spire bangalore,129216975,775997916,POINT (77.5997916 12.9216975),,
Kumar Kino Platinum bangalore,129857380,775748938,POINT (77.5748938 12.985738),,
Aristo Marvel bangalore,128384012,776470954,POINT (77.6470954 12.8384012),,
Desai Grandeur bangalore,129767040,777584705,POINT (77.7584705 12.976704),,
Hiranandani Upscale Bannerghatta bangalore,128766060,776108310,POINT (77.610831 12.876606),,
SM Zinnia bangalore,129324820,777264103,POINT (77.7264103 12.932482),,
Sobha City Casa Serenita bangalore,130769388,776394475,POINT (77.6394475 13.0769388),,
SK Daisy bangalore,128321970,776489190,POINT (77.64891899999999 12.832197),,
Rohan Jharoka bangalore,129482601,776765682,POINT (77.67656819999999 12.9482601),,
ATZ Ultima bangalore,130571116,776282134,POINT (77.62821339999999 13.0571116),,
DSMax Star Nest bangalore,129238214,774766588,POINT (77.4766588 12.9238214),,
Melange Smart Neighbourhoods bangalore,128578542,777978698,POINT (77.7978698 12.8578542),,
Global Villas bangalore,128592252,776462170,POINT (77.64621699999999 12.8592252),,
Klassik Benchmark bangalore,128716449,775962133,POINT (77.5962133 12.8716449),,
Vaswani Claremont bangalore,129485069,777173176,POINT (77.7173176 12.9485069),,
NCN Crystal bangalore,129750622,777588202,POINT (77.7588202 12.9750622),,
Vivansaa Baalsam bangalore,129124021,776387393,POINT (77.6387393 12.9124021),,
Kumari Amaranthine bangalore,129176952,776973403,POINT (77.69734029999999 12.9176952),,
Aratt Grand Town bangalore,127401871,776791026,POINT (77.67910259999999 12.7401871),,
ASN Galaxy bangalore,130292141,776610570,POINT (77.661057 13.0292141),,
Golden Leaf Luxury Apartment bangalore,129155280,776254919,POINT (77.6254919 12.915528),,
Pavilion Villas at Brigade Orchards bangalore,132370630,777242800,POINT (77.72427999999999 13.237063),,
Estella Maple Square  bangalore,128929578,776742451,POINT (77.67424509999999 12.8929578),,
Saiven The Hamptons bangalore,129105043,776516836,POINT (77.6516836 12.9105043),,
Ajmera Green Acres bangalore,128679098,775935277,POINT (77.5935277 12.8679098),,
Reliaable Lifestyle bangalore,128951713,776686450,POINT (77.668645 12.8951713),,
SNN Raj Lakeview bangalore,129039732,776083714,POINT (77.6083714 12.9039732),,
Cansa Dhiya bangalore,129307557,777112407,POINT (77.71124069999999 12.9307557),,
BSR Towers bangalore,130281274,776896923,POINT (77.68969229999999 13.0281274),,
Unishire Belvedere Premia bangalore,130726436,776183587,POINT (77.6183587 13.0726436),,
Krishna Arya Elegant bangalore,130165757,775475265,POINT (77.5475265 13.0165757),,
SJR Residency bangalore,129276275,776891907,POINT (77.6891907 12.9276275),,
Adhishree SunShine bangalore,130851417,776070356,POINT (77.6070356 13.0851417),,
MIMS Northbrook bangalore,130767278,776593110,POINT (77.659311 13.0767278),,
MBR Gem Park Villa bangalore,128699879,778103632,POINT (77.8103632 12.8699879),,
Sai Siri Heritage bangalore,129080207,774885390,POINT (77.488539 12.9080207),,
Jains Aashraya bangalore,128436657,775877827,POINT (77.58778269999999 12.8436657),,
DLF Woodland Heights bangalore,127828926,776581565,POINT (77.65815649999999 12.7828926),,
Maa Nivasam bangalore,129989205,777228561,POINT (77.7228561 12.9989205),,
Desai Grandeur bangalore,129767040,777584705,POINT (77.7584705 12.976704),,
Soma White House bangalore,128753207,776355191,POINT (77.6355191 12.8753207),,
Sunland Serene Hills bangalore,127969470,775314570,POINT (77.531457 12.796947),,
CMRS Palm Hills bangalore,133526756,777221923,POINT (77.7221923 13.3526756),,
